Time,期号,条目编号,Type,Importance,Brief,Content,Publisher,SourceUri
2021.12.13烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫E:\starlink\daily\20211213-第932期.csv,933,0,0,0,20057BG号卫星首次进入轨道，轨道面25相位12,20057BG号卫星首次进入轨道，轨道面25相位12...
