Time,期号,条目编号,Type,Importance,Brief,Content,Publisher,SourceUri
2022.09.11烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫E:\starlink\daily\20220911-第1204期.csv,1205,0,0,0,21009AK号卫星首次进入轨道，轨道面38相位5,21009AK号卫星首次进入轨道，轨道面38相位5...
