Time,期号,条目编号,Type,Importance,Brief,Content,Publisher,SourceUri
2022.09.13烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫烫E:\starlink\daily\20220913-第1206期.csv,1207,0,0,0,20088P号卫星首次进入轨道，轨道面24相位2,20088P号卫星首次进入轨道，轨道面24相位2...
